dg	29534
ubs	1610520
csuay	1445470
chpxy	1528541
hmc	715153
noc	1133421
ilmn	1110803
pdrdy	899108
twlo	1447669
nem	1164727
wm	823768
bidu	1329099
bsx	885725
bmo	927971
lulu	1397187
dd	1666700
ecify	1387438
vod	839923
phg	313216
bcmxy	1447011
aon	315293
emr	32604
ibn	1103838
etn	1551182
fanuy	1446596
kmb	55785
vlvly	753762
nxpi	1413447
mnst	865752
scco	1001838
cop	1163165
relx	929869
jmhly	870016
abev	1565025
cfruy	948401
gld	1222333
epd	1061219
lvs	1300514
pltr	1321655
cp	16875
cvna	1690820
lzagy	1446711
vnja	1532383
rop	882835
gd	40533
puk	1116578
pins	1506293
dnzoy	1446598
kdp	1418135
mar	1048286
trp	1232384
ctsh	1058290
docu	1261333
bx	1393818
ttd	1671933
met	1099219
tal	1499620
cof	927628
gold	756894
knyjy	1436793
u	1810806
glncy	1524684
ceo	1095595
aep	4904
bbd	1160330
eric	717826
hnnmy	1396282
stz	16918
wfafy	1436381
itocy	355363
klac	319201
ahchy	1448987
veev	1393052
khc	1637459
lnsty	1439584
dow	1751788
algn	1097149
danoy	1048515
ngg	1004315
rost	745732
bce	718940
lhx	202058
smfg	1022837
exc	1109357
tri	1075124
bax	10456
aph	820313
vwdry	1330306
psa	1393311
tel	1385157
idxx	874716
info	1598014
vonoy	1652630
mchp	827054
rkt	1805284
mtch	891103
ing	1039765
cm	1045520
syy	96021
twtr	1418091
roku	1428439
dlr	1297996
ea	712515
jshly	879875
crwd	1535527
crary	1279967
biib	875045
cnc	1071739
stm	932787
cmg	1058090
lu	1816007
e	1002242
gvdny	1121631
sre	1032208
ctas	723254
wba	1618921
f	37996
gis	40704
snps	883241
xlnx	743988
cmaky	1453056
xel	72903
sxyay	1575851
bk	1390777
fcx	831259
schyy	1491703
xpev	1810997
mfc	1086888
amady	1502104
aig	5272
lyg	1160106
a	1090872
ph	76334
msci	1408198
csgp	1057352
bcs	312069
ebay	1065088
vfc	103379
trow	1113169
ppg	79879
mtcpy	1159204
pton	1639825
bbva	842180
chcjy	1495687
payx	723531
trv	86312
tt	1466258
oran	1038143
vivhy	1127055
kmi	1506307
lgfry	1554394
rht	1087423
aptv	1521332
ovchy	1448817
jci	833444
cdns	813672
fcau	1605484
zijmy	1459580
tdg	1260221
hcmly	948696
iqv	1478242
hpq	47217
afl	4977
orly	898173
cmi	26172
dxcm	1093557
crh	849395
sgen	1060736
htht	1483994
mfg	1335730
carr	1783180
cs	1159510
okta	1660134
slb	87347
yum	1041061
pru	1137774
vrsk	1442145
sbac	1034054
all	899051
kbcsy	1411133
bll	9389
hsy	47111
alc	1167379
eog	821189
pdypy	1627168
bsbr	1471055
chwy	1766502
hlt	1585689
clpby	1294325
rmd	943819
bntx	1776985
rsg	1060391
ddog	1561550
zbh	1136869
crbjy	1454471
dboey	1437147
trumy	1446672
pcar	75362
svndy	1359519
cht	1132924
rng	1384905
mrvl	1058057
wec	783325
tscdy	885834
anss	1013462
spg	1063761
es	72741
psx	1534701
lbrda	1611983
peg	788784
cnq	1017413
lyb	1489393
glw	24741
ctryy	1462886
swk	93556
msi	68505
panw	1327567
mck	927653
tdoc	1477449
rok	1024478
gwlly	1536278
ntr	1725964
luv	92380
ctva	1755672
otis	1781335
rweoy	939380
wit	1123799
tme	1744676
adm	7084
fast	815556
rdsmy	1339422
ckhuy	1637120
mpc	1510295
yahoy	1446437
siri	908937
arzgy	1379235
well	766704
fmx	1061736
su	311337
cprt	900075
ame	1037868
dal	27904
wltw	1140536
awk	1410636
wcn	1318220
dhi	882184
cjpry	1334687
azo	866787
alpmy	1446390
egrny	1595085
stt	93751
li	1791706
mtd	1037646
nwg	844150
rprx	1802768
unicy	1095054
bfa	14693
bby	764478
gelyy	1474968
zg	1617640
khngy	1451287
dltr	935703
asazy	1253493
wmb	107263
ec	1444406
alxn	899866
slf	1097362
szkmy	1263521
tu	868675
ccl	815097
hrl	48465
codyy	1012037
fnv	1456346
clx	21076
iac	1800227
dfs	1393612
net	1477333
payc	1590955
ed	1047862
bili	1723690
tsn	100493
splk	1353283
swks	4127
ejpry	1093028
gmab	1434265
pcg	1004980
mkc	63754
work	1764925
cha	1191255
dia	1041130
odfl	878927
fms	1333141
tef	814052
vlo	1035002
dte	936340
etp-pc	1161154
gctay	1158089
avb	915912
ftv	1659166
db	1159508
saxpy	1436778
yndx	1513845
yumc	1673358
zs	1713683
zlndy	1638747
kr	56873
aonny	1300175
ryaay	1038683
rci	733099
w	1616707
eix	827052
vrsn	1014473
mplx	1552000
tyidy	1130894
eqr	906107
len	920760
grmn	1121788
tlk	1001807
keys	1601046
mgddy	896076
mxim	743316
coup	1385867
are	1035443
amp	820027
ibkr	1381197
viac	813828
bkr	1701605
haity	1553473
otsky	1544613
mdy	936958
kkr	1404912
stne	1745431
nok	924613
baesy	895564
wy	106535
gasny	1269920
cgemy	1084656
ssmxy	1517231
cabhf	1436647
frc	1132979
flt	1175454
cern	804753
ajg	354190
ztcoy	1445156
cbre	1138118
mt	1243429
ppl	922224
umc	1033767
pugoy	908829
gww	277135
smnny	1640117
chd	313927
sgsoy	1069347
etr	65984
gwlif	850918
o	726728
k	55067
xp	1787425
ccep	1650107
vtrs	1792044
ndaq	1120193
gbery	1179029
frrvy	1438571
anet	1596532
svnly	1448613
ttwo	946581
ftnt	1262039
efx	33185
mtsfy	1446641
akzoy	3124
bgne	1651308
thlly	1722401
poahy	1450346
tcom	1269238
cvac	1809122
abc	1140859
exas	1124140
wst	105770
ucbjy	1290640
fojcy	1436740
zbra	877212
mktx	1278021
etsy	1370637
gib	1061574
atus	1702780
ntrs	73124
caj	16988
nrily	1179493
fitb	35527
ter	97210
tlpfy	1450682
vmc	1396009
pkx	889132
ftch	1740915
dish	1001082
lh	920148
cghly	1550635
ip	51434
ashty	1518258
aee	1002910
weicy	1452191
syf	1601712
cdw	1402057
mga	749098
fts	1666175
ix	1070304
qrvo	1604778
ppccy	1446747
holx	859737
dkng	1772757
wpm	1323404
imbby	1072670
ssnc	1402436
rcl	884887
ir	1699150
vtr	740260
sivb	719739
rol	84839
ksu	54480
qsr	1618756
coo	711404
incy	879169
cqp	1383650
pxd	1038357
snmry	1437771
epam	1352010
et	1276187
oke	1039684
fandy	1454175
tru	1552033
apo	1411494
chu	1113866
expe	1324424
tfx	96943
amcr	1748790
uri	1067701
mlm	916076
snn	845982
xyl	1524472
cuk	1125259
hubs	1404655
foxa	1754301
dov	29905
tyl	860731
cms	811156
aem	2809
cag	23217
hal	45012
hei	46619
vips	1529192
zi	1794515
nue	73309
iau	1278680
ccc	1764046
oxy	797468
br	1383312
syiey	1444718
tlsny	1169870
kb	1445930
chkp	1015922
akam	1086222
jhx	1159152
bio	12208
grfs	1438569
sgioy	1281721
caixy	1535628
invh	1687229
cicoy	1445161
gds	1526125
dgx	1022079
rnecy	1246135
peak	765880
ui	1511737
mdb	1441816
ess	920522
stx	1137789
podd	1145197
shg	1263043
enph	1463101
mtb	36270
hig	874766
cah	721371
whlkf	1449594
hes	4447
pki	31791
iq	1722608
nmr	1163653
ctxs	877890
bxp	1037540
txg	1770787
ste	1757898
fe	1031296
tsco	916365
sui	912593
var	203527
tif	98246
avtr	1722482
kmx	1170010
hznp	1492426
cwycy	1436965
wmg	1319161
trmb	864749
lsxma	1560385
zen	1463172
sonvy	1450681
cccgy	1448985
czr	1590895
skm	1015650
wdc	106040
hpe	1645590
pags	1712807
atasy	1437775
key	91576
nvzmy	1131345
gsx	1768259
qs	1811414
fmc	37785
fujhy	800364
ulta	1403568
ctlt	1596783
rf	1281761
dqjcy	1446597
burl	1579298
gdrx	1809519
expd	746515
ce	1306830
ophly	940821
dpz	1286681
lng	3570
cfg	759944
nvcr	1645113
bip	1406234
lyv	1335258
cnhi	1567094
xngsy	1454948
alb	915913
nvr	906163
exr	1289490
szlmy	1438844
nipnf	72127
lyft	1759509
nice	1003935
mgm	789570
alny	1178670
ldos	1336920
wat	1000697
jbht	728535
hrely	1445159
logi	1032975
masi	937556
cpb	16732
dri	940944
fico	814547
mpwr	1280452
hdely	1400691
iex	832101
pba	1546066
tdy	1094285
ual	100517
wab	943452
dre	783280
pfg	1126328
gddy	1609711
maa	912595
agr	1634997
wix	1576789
sbhmy	1604982
tw	1758730
cday	1725057
sedg	1419612
j	52988
bmrn	1048477
ednmy	1581671
gpc	40987
avlr	1348036
viv	1066119
omc	29989
vici	1705696
it	749251
aes	874761
lbtya	1570585
imo	49938
prdsy	1527249
elan	1739104
bki	1627014
emn	915389
mkl	1096343
mas	62996
suz	909327
ckisy	1065989
bpy	1545772
argx	1697862
mtuay	1342237
acgl	947484
ntap	1002047
cgnx	851205
fds	1013237
pool	945841
sjm	91419
monoy	1583055
lnt	352541
znh	1041668
nngry	1690981
osh	1564406
cck	1219601
hban	49196
entg	1101302
ntco	1776967
gnrc	1474735
disca	1437107
bap	1001290
aeoxf	1450280
dvcmy	1163417
rjf	720005
cinf	20286
avy	8818
kep	887225
swgay	1438845
pkg	75677
cjewy	1555574
ptc	857005
kkpny	1001474
chrw	1043277
bro	79282
cabo	1632127
zlioy	1546084
wpp	806968
on	1097864
moh	1179929
rnlsy	1416039
ln	1611820
evrg	1711269
ndeky	353991
cnp	1130310
iliay	1570932
otex	1002638
gh	1576280
sqm	909037
jbaxy	1475011
estc	1707753
kikoy	1446656
iktsy	1444714
iff	51253
abmd	815094
has	46080
ato	731802
ndvly	800928
cxo	1358071
bah	1443646
wpc	1025378
szsay	1444147
ppd	1793294
fosuy	1462456
dva	927066
yasky	1559460
jkhy	779152
wynn	1174922
ihg	858446
ally	40729
udr	74208
srpt	873303
mrtx	1576263
ben	38777
tech	842023
alsmy	1062066
whr	106640
eqh	1333986
iep	813762
asx	1122411
crl	1100682
l	60086
athm	1527636
nuan	1002517
xray	818479
phm	822416
wrk	1732845
enia	912505
pubgy	1050952
ubsfy	1446702
nlok	849399
erie	922621
smfky	1537547
ranjy	1112439
ndsn	72331
wrb	11544
wtrg	78128
bntgy	1533945
nly	1043219
fbhs	1519751
stbfy	1587200
sam	949870
psmmy	1439580
dnb	1799208
ipgp	1111928
run	1469367
amigy	1438930
fyrty	1452190
cgasy	1555207
lkq	1065696
mtn	812011
rpm	110621
ggg	42888
lw	1679273
cnpay	1450278
qgen	1015820
cchgy	1558633
oled	1005284
lb	701985
dt	1773383
uhs	352915
mpw	1287865
sbsw	1786909
hwm	4281
rdy	1135951
nwsa	1564708
appn	1441683
smmyy	1551402
els	895417
penn	921738
xpo	1166003
kl	1713443
txt	217346
cea	1030475
jxhly	1487533
alfvy	863344
coihy	1513977
gjnsy	1531384
lumn	18926
umicy	1477038
rmyhy	1636804
siely	1453732
fnf	1331875
hst	1070750
kotmy	1543727
rdeiy	1438654
lii	1069202
bep	1533232
iclr	1060955
maruy	801645
crsp	1674416
lnc	59558
emraf	1127248
bill	1786352
pcty	1591698
gwre	1528396
aal	6201
cheoy	1453930
cgc	1737927
mhgvy	1578526
aap	1158449
wlk	1262823
teva	818686
ffiv	1048695
cg	1527166
ysg	1819580
tap	24545
pega	1013857
alle	1579241
plug	1093691
ebr	1439124
cboe	1374310
plan	1540755
ahexy	1446251
bfam	1437578
ggdvy	925428
efgsy	1445153
cree	895419
fivn	1288847
gliba	808461
gl	320335
pwr	1050915
surry	1556607
mmp	1126975
mgp	1656936
cpt	906345
cna	21175
rgen	730272
chgg	1364954
hsic	1000228
sna	91440
fsly	1517413
ttc	737758
armk	1584509
smg	825542
kgc	701818
teck	886986
dada	1793862
bch	1161125
glpi	1575965
bwa	908255
frfhf	915191
nvta	1501134
znga	1439404
ts	1190723
acsay	1448375
smtoy	95227
uelmo	100826
ach	1161611
aqn	1174169
au	1067428
mhk	851968
lea	842162
fslr	1274494
wb	1595761
amh	1562401
ipg	51644
pnw	764622
cms-pb	201533
zlab	1704292
xyigy	1508669
iaugy	1206571
wynmy	1480134
vst	1692819
bsy	1031308
ingiy	1133689
gfl	1780232
sjr	932872
re	1095073
shmay	1555379
azpn	929940
hrgly	1528651
grpty	1395167
ni	1111711
nwl	814453
rh	1528849
dlb	1308547
kc	1795589
five	1177609
aos	91142
wu	1365135
asnd	1612042
kof	910631
dox	1062579
fnd	1507079
dnkn	1357204
trex	1069878
prymy	1437672
dnli	1714899
hds	1573097
ksryy	1668501
shwgy	1505223
y	775368
morn	1289419
stor	1538990
hubb	48898
ohi	888491
bsac	1027552
rare	1515673
dnfgy	1454473
bynd	1655210
slfpy	1370418
ozon	1822829
mksi	1049502
sgpyy	1253494
wso	105016
sci	89089
nbix	914475
cib	1071371
uhal	4457
cx	1076378
wilyy	1436673
irm	1020569
bg	1144519
acad	1070494
pnr	77360
wex	1309108
agnc	1423689
nrg	1013871
dbx	1467623
flex	866374
ath	1527469
nclh	1513761
mos	1285785
atr	896622
hegiy	1449217
amed	896262
zayo	1608249
rnr	913144
ver	1507385
oc	1370946
ivz	914208
wsm	719955
jazz	1232524
cone	1553023
tpr	1116132
rohcy	1442653
ttm	926042
brkr	1109354
gntx	355811
aseky	1450206
cf	1324404
stld	1022671
reg	910606
qdel	353569
abmrf	1784384
lamr	1090425
rga	898174
deck	910521
iaa	1745041
ocft	1780531
alv	1034670
dar	916540
bepc	1791863
seic	350894
curlf	1756770
csl	790051
gps	39911
ehc	785161
spce	1706946
ipxhy	1309035
lpla	1397911
mdiby	1379481
glpg	1421876
ayx	1689923
nvax	1000694
iphi	1160958
aaxn	1069183
lad	1023128
slv	1330568
nfe	1749723
nyt	71691
gfi	1172724
vno	899689
st	1477294
aeg	769218
aiz	1267238
ntra	1604821
levi	94845
acm	868857
g	1398659
rs	861884
warfy	901684
midd	769520
ncno	1566895
pen	1321732
rba	1046102
afg	1042046
jll	1037976
chdn	20212
che	19584
mbt	1115837
smar	1366561
ev	350797
asgly	7646
oukpy	1436786
iivi	820318
shc	1822479
tokuy	1131652
h	1468174
lnegy	1437041
cbsh	22356
shpmy	1570300
crcby	1553915
cma	28412
ugi	884614
rgld	85535
ccozy	1398879
rhi	315213
swi	1739942
isuzy	763665
tiscy	773917
voya	1535929
arw	7536
wwd	108312
shtdy	1556605
fate	1434316
adpt	1478320
arcc	1287750
prah	1613859
jnpr	1043604
fhn	36966
usfd	1665918
ua	1336917
ggb	1073404
cien	936395
bery	1378992
rtmvy	1516536
fang	1539838
xlrn	1280600
atdry	1647435
krc	1025996
cae	1173382
bgaoy	1325378
tdhoy	1288098
aval	1504764
bl	1666134
mrvi	1823239
bsmx	1698287
bhc	885590
nkla	1731289
rp	1286225
sc	1580608
lspd	1823306
fvrr	1762301
zion	109380
ions	874015
shcay	800840
cold	1455863
knx	1492691
aci	1646972
clpxy	1490083
eeft	1029199
leco	59527
rl	1037038
glob	1557860
adt	1703056
sid	1049659
see	1012100
yy	1530238
casy	726958
lite	1633978
cve	1475260
dci	29644
ngls-pa	1379661
hocff	1450349
suopy	1347141
axta	1616862
aacay	1447647
nnn	751364
ares	1176948
frt	34903
kajmy	1446660
iova	1425205
paa	1070423
amwl	1393584
uvrby	1533920
ogfgy	845033
agco	880266
hii	1501585
eluxy	813810
arwr	879407
dseey	1481045
sjmhy	1599962
hllgy	1674534
jsgry	1442656
pso	938323
timb	1826168
vopky	1452188
sbny	1288784
paas	771992
prgo	1585364
vedl	1370431
clzny	1366235
tmx	1428875
synh	1610950
bncdy	1667075
ewbc	1069157
klycy	1449614
cog	858470
itt	216228
oge	1021635
pfpt	1212458
sommy	1409236
wf	1264136
pvh	78239
alk	766421
snphy	1501108
kim	879101
clr	732834
bbio	1743881
cd	1807192
manh	1056696
mcfe	1783317
plnt	1637207
psxp	1572910
hrc	47518
cakfy	1446707
ttek	831641
wes	1423902
srcl	861878
grub	1594109
gwr	1012620
kss	885639
japsy	318269
vrt	1674101
lhcg	1303313
cube	1298675
enggy	1446294
mpfry	1417695
kod	1468748
reyn	1786431
pfgc	1618673
bmrry	1671235
hmtly	353990
caci	16058
frog	1800667
tol	794170
site	1650729
mnso	1815846
pb	1068851
nlsn	1492633
dxc	1688568
qtwo	1410384
shmuy	1564228
post	1530950
dvn	1090012
jbl	898293
vlpny	1378984
hlf	1180262
sbs	1170858
icl	941221
btg	1429937
lscc	855658
son	91767
clgx	36047
lfus	889331
tx	1342874
hog	793952
fold	1178879
msa	66570
htcmy	1446648
rexr	1571283
cdk	1609702
jef	96223
acc	1283630
osagy	1603194
jhg	1274173
twst	1581280
uthr	1082554
cpri	1530721
gmed	1237831
leg	58492
an	350698
phi	78150
cwen-a	1567683
pii	931015
angi	1705110
trgp	1389170
pac	1347557
wrtby	1436771
hae	313143
bpmc	1597264
skx	1065837
hnp	929058
allk	1564824
fcnca	798941
asomy	1492075
exel	939767
chh	1046311
bc	14930
ntnx	1618732
cacc	885550
appf	1433195
colm	1050797
fsv	1637810
vac	1524358
apa	6769
futu	1754581
coty	1024305
osk	775158
pbct	1378946
mrwsy	1446128
hta	1360604
pe	1594466
tndm	1438133
nov	1021860
bigc	1626450
pstg	1474432
wal	1212545
tkr	98362
aer	1378789
saic	1571123
ori	74260
dei	1364250
nvro	1444380
bwxt	1486957
cnvvy	1694271
hun	1307954
vnt	1786842
brks	933974
txrh	1289460
knsl	1669162
bli	1689657
bld	1633931
frpt	1611647
diisy	1563255
omf	1584207
pri	1475922
sekey	1261759
yeti	1670592
dooo	1748797
halo	1159036
neo	1077183
cfr	39263
tho	730263
tcf	19612
bldp	1453015
kt	892450
wh	1722684
ingr	1046257
auy	1264089
fr	921825
bhvn	1689813
lsi	944314
insp	1609550
faf	1472787
gil	1061894
hwdjy	1563177
rdfn	1382821
mat	63276
hele	916789
ssl	314590
flir	354908
stwd	1465128
slab	1038074
wms	1604028
azek	1782754
chng	1756497
irtc	1388658
itvpy	1283708
egp	49600
bj	1531152
brthy	14595
enic	1659939
ssb	764038
hqy	1428336
eslt	1027664
mro	101778
cor	1490892
mpln	1793229
algm	866291
cnxc	1803599
tpx	1206264
asmvy	1447945
orcc	1655888
psth	1811882
tpl	97517
lpl	1290109
nati	935494
nkrky	1436790
esnt	1448893
olli	1639300
tnet	937098
man	871763
gfszy	1438927
lstr	853816
cuz	25232
sf	720672
dct	1160951
aiv	922864
nvst	1757073
clf	764065
ppc	802481
kmpr	860748
ffin	36029
mdu	67716
jobs	1295484
tptx	1595893
dks	1089063
wen	30697
jwn	72333
bokf	875357
meggy	1487786
ektay	1451160
wygpy	1450021
cw	26324
medp	1668397
nxst	1142417
tfsl	1381668
snv	18349
tsuky	702257
hbi	1359841
four	1794669
malry	1537280
aemmy	1437776
rykky	1592049
unm	5513
wsc	1647088
crus	772406
felty	1447250
eme	105634
tfii	1588823
saia	1177702
nomd	1651717
lanc	57515
ccj	1009001
nycb	910073
flo	1128928
fsr	1720990
imvt	1764013
shi	908732
hli	1302215
brx	1581068
dsgx	1050140
rbc	82811
sdgr	1490978
tv	912892
onem	1404123
pag	1019849
byd	906553
al	1487712
ida	1057877
msm	1003078
rxn	1439288
ugp	1094972
iart	917520
fls	30625
alsn	1411207
mtz	15615
mdla	1540184
hfc	48039
vrm	1580864
smtc	88941
cbpo	1369868
huskf	49279
cmhhy	1446751
be	1664703
evbg	1437352
irdm	1418819
wpx	1518832
reta	1358762
xrx	1770450
hxl	717605
omcl	926326
gtbif	1795139
pnfp	1115055
bb	1070235
bzzuy	1437774
slg	1040971
nep	1603145
virt	1592386
asr	1123452
powi	833640
esgr	1363829
src	1308606
aciw	935036
ccmp	1102934
axs	1214816
ash	1674862
huya	1728190
rli	84246
arry	1820721
vvnt	1713952
roymy	1592438
sepjy	1518521
rlay	1812364
ssrm	921638
adrzy	1436467
msp	1724570
cfx	1420800
ramp	733269
nav	808450
fizz	69891
stag	1479094
roll	1324948
cncn	1191334
env	1337619
npsky	354470
bpop	763901
ayi	1144215
mms	1032220
asgn	890564
gpk	1408075
ebs	1367644
sail	1627857
fl	850209
aa	1675149
shlx	1610466
kwr	81362
tkc	1071321
pinc	1577916
cybr	1598110
amg	1004434
cc	1627223
mrcy	1049521
bldr	1316835
lmnd	1691421
mxchy	1435969
crox	1334036
phys	1477049
ard	1689662
ncr	70866
expo	851520
abcm	1492074
slm	1032033
msgs	1636519
qrtea	1355096
vvv	1674910
fti	1681459
hhc	1498828
ora	1296445
laz	1311370
jblu	1158463
hcm	1648257
cr	25445
jbgs	1689796
ogs	1587732
pfsi	1745916
jcom	1084048
kzmyy	1438929
novt	1076930
sdc	1775625
dcp	1338065
clh	822818
gshd	1726978
thg	944695
snx	1177394
neu	1282637
czz	1402902
trip	1526520
gulry	1449218
mtg	876437
pk	1617406
icui	883984
bcauy	891765
nea	1195737
expi	1495932
dava	1656081
rnmby	1450345
hiw	921082
ftdr	1727263
thkly	1443275
kbr	1357615
bxmt	1061630
asan	1477720
neog	711377
gbci	868671
insm	1104506
spr	1364885
lope	1434588
hasi	1561894
allo	1737287
cri	1060822
hr	899749
tigo	912958
exp	918646
vrns	1361113
gwph	1351288
ptct	1070081
hpp	1482512
pacb	1299130
upwk	1627475
nvt	1720635
altr	1701732
ubsi	729986
ads	1101215
jbt	1433660
foxf	1424929
band	1514416
zhuzy	1556616
legn	1801198
ryn	52827
he	354707
ccxi	1340652
upchy	1447772
isday	1224306
vir	1706431
trno	1476150
vly	714310
nrz	1556593
gbtc	1588489
krnt	1625791
ozk	1569650
swch	1710583
ensg	1125376
ssd	920371
ovv	1792580
beam	1745999
wts	795403
tenb	1660280
api	1802883
pnm	1108426
fcn	887936
gtls	892553
hkib	1769731
alrm	1459200
maury	62919
rpd	1560327
root	1788882
wynd	1361658
cnne	1704720
trup	1371285
arna	1080709
nghc	1578735
cldr	1535379
cig	1157557
mzday	1447122
qts	1577368
evr	1360901
awi	7431
prg	1808834
slgn	849869
hain	910406
sabr	1597033
hypmy	1486749
sigi	230557
newr	1448056
teo	932470
doyu	1762417
slqt	1794783
apps	317788
xec	1168054
aeis	927003
apam	1517302
seb	88121
lpx	60519
eqt	33213
psb	866368
verx	1806837
mlluy	1485888
fgen	921299
gtes	1718512
goco	1808220
cvet	1752836
cit	1171825
elp	1041792
nova	1772695
x	1163302
apls	1492422
eidx	1731831
nfg	70145
hlne	1433642
wimhy	1451554
gra	1045309
lesl	1821806
achc	1520697
sndr	1692063
prlb	1443669
amkr	1047127
wk	1445305
rdn	890926
sage	1597553
bkh	1130464
vrnt	1166388
uso	1327068
sgms	750004
apnhy	1454177
bjchy	1454468
por	784977
mor	1340243
diod	29002
tpdky	1436652
rxt	1810019
sfix	1576942
swx	1692115
sbra	1492298
safe	1688852
prsp	1724670
jamf	1721947
goos	1690511
doc	1574540
kurry	1446655
cigi	913353
tgtx	1001316
wing	1636222
ebrpy	1450461
vnet	1508475
esi	1590714
cwk	1628369
wbs	801337
cns	1284812
vicr	751978
m	794367
tuify	1342875
lpro	1806201
cbd	1038572
grp-un	1564538
feye	1370880
agi	1178819
psn	275880
lpsn	1102993
am	1623925
mp	1801368
staa	718937
adc	917251
vcyt	1384101
ay	1601072
unf	717954
spwr	867773
qlys	1107843
asccy	1600930
musa	1573516
aimc	1374535
vmi	102729
stn	1131383
nvg	1090116
vc	1111335
ens	1289308
oln	74303
etrn	1747009
cef	1726122
thc	70318
go	1771515
rhp	1040829
edu	1372920
ifs	1615903
shak	1620533
wns	1356570
avnt	1122976
stmp	1082923
kbh	795266
yueiy	1444719
eye	1710155
spsc	1092699
cpa	1345105
chffy	1601994
wdfc	105132
adv	1776661
bak	1071438
pbsfy	1137849
wtfc	1015328
bco	78890
wcc	929008
msloy	1447112
cbu	723188
bcpc	9326
wwe	1091907
form	1039399
ng	1173420
iipr	1677576
hrb	12659
tmhc	1562476
adnt	1670541
itri	780571
tree	1434621
cdlx	1666071
mtsi	1493594
vg	1272830
ccohy	1461283
sem	1320414
brfs	1122491
ttec	1013880
sr	1126956
cohr	21510
sogo	1713947
nsp	1000753
swtx	1773427
stl	1070154
cdna	1217234
osb	877365
umbf	101382
irdey	1530256
ride	1759546
lcii	763744
crsr	1743759
r	85961
ufpi	912767
safm	812128
pd	1568100
aaon	824142
pgny	1551306
mth	833079
avt	8858
umpq	1077771
aeo	919012
tgna	39899
fele	38725
homb	1331520
kex	56047
mmsi	856982
mdc	773141
trtn	1660734
swav	1642545
mant	892537
eqc	803649
njr	356309
bhf	1685040
ahco	1725255
seer	1726445
focs	1651052
crnc	1768267
boh	46195
fnma	310522
dcph	1654151
meoh	886977
